hour,trip_distance,fare_amount,passenger_count,trip_count,hour_of_day,day_of_week,regime,trip_distance_norm,fare_amount_norm,passenger_count_norm,trip_count_norm
2008-12-31 23:00:00,8.88,35.0,2.0,2,23,2,night,0.04731403373981032,0.2461197339027832,8.370302167901254e-05,0.00010520778537600713
2022-10-24 17:00:00,0.0,120.0,1.0,1,17,0,evening_rush,0.0,0.9999999999113083,0.0,0.0
2022-10-24 20:00:00,0.0,45.0,1.0,1,20,0,night,0.0,0.33481152990378615,0.0,0.0
2022-10-24 21:00:00,0.0,75.0,1.0,1,21,0,night,0.0,0.6008869179067949,0.0,0.0
2022-10-24 23:00:00,0.0,55.0,1.0,1,23,0,night,0.0,0.42350332590478906,0.0,0.0
2022-10-25 00:00:00,1.65,7.25,2.0,2,0,1,night,0.008791458971924215,0.0,8.370302167901254e-05,0.00010520778537600713
2022-10-25 03:00:00,0.02,115.0,1.0,1,3,1,night,0.00010656313905362685,0.9556541019108068,0.0,0.0
2022-10-25 07:00:00,0.76,78.0,2.0,1,7,1,morning_rush,0.004049399284037821,0.6274944567070959,8.370302167901254e-05,0.0
2022-10-25 09:00:00,6.48,19.5,1.0,1,9,1,morning_rush,0.0345264570533751,0.10864745010122862,0.0,0.0
2022-10-25 11:00:00,0.0,75.0,1.0,1,11,1,midday,0.0,0.6008869179067949,0.0,0.0
2022-10-25 13:00:00,0.22,62.0,2.0,1,13,1,midday,0.0011721945295898953,0.48558758310549116,8.370302167901254e-05,0.0
2022-12-31 14:00:00,0.475,7.9,2.0,2,14,5,weekend_active,0.0025308745525236373,0.005764966740065195,8.370302167901254e-05,0.00010520778537600713
2022-12-31 15:00:00,1.54,10.7,1.0,1,15,5,weekend_active,0.008205361707129268,0.030598669620346013,0.0,0.0
2022-12-31 22:00:00,3.6199999999999997,19.8,3.0,3,22,5,weekend_active,0.019287928168706458,0.11130820398125871,0.00016740604335802509,0.00021041557075201426
2022-12-31 23:00:00,3.655263157894737,17.357894736842105,23.0,19,23,5,weekend_quiet,0.019475815808616802,0.08964873379996115,0.0018414664769382761,0.0018937401367681284
2023-01-01 00:00:00,3.3464055472263863,18.68855884557721,7885.0,5336,0,6,weekend_quiet,0.01783017398294568,0.10145063276774016,0.6599146229173349,0.561283534980998
2023-01-01 01:00:00,3.2510205146036157,18.62469575799722,8271.0,5752,1,6,weekend_quiet,0.017321947558194932,0.1008842195741763,0.6922239892854337,0.6050499736974171
2023-01-01 02:00:00,3.3598293113596234,18.32951932509319,7140.0,5097,2,6,weekend_quiet,0.017901697905143343,0.09826624677703352,0.5975558717664706,0.5361388742761324
2023-01-01 03:00:00,3.5020369433198377,18.722401315789472,5174.0,3952,3,6,weekend_quiet,0.01865940248809651,0.10175078771416377,0.4329957311455319,0.4156759600206042
2023-01-01 04:00:00,3.8379808076769297,19.660763694522192,3359.0,2501,4,6,weekend_quiet,0.020449364124681388,0.1100732921811216,0.2810747467981241,0.26301946344001786
2023-01-01 05:00:00,4.930583409298086,23.968049225159525,1479.0,1097,5,6,weekend_quiet,0.02627092227302687,0.1482753811412574,0.12371306604158054,0.11530773277210382
2023-01-01 06:00:00,6.191486784140969,27.887929515418502,1206.0,908,6,6,weekend_quiet,0.03298921335635535,0.18304150344645756,0.10086214112321013,0.09542346133603848
2023-01-01 07:00:00,6.258011753183154,27.161792360430947,1395.0,1021,7,6,weekend_quiet,0.03334366883268438,0.17660126260456707,0.11668201222054349,0.10731194108352728
2023-01-01 08:00:00,5.862083696599826,26.468474280732345,1590.0,1147,8,6,weekend_quiet,0.031234102005238306,0.1704521000357235,0.13300410144795094,0.12056812204090418
2023-01-01 09:00:00,4.515509090909091,21.48852121212121,2355.0,1650,9,6,weekend_quiet,0.02405934115762308,0.12628400187014077,0.19703691303239554,0.17348763808503576
2023-01-01 10:00:00,4.728317272053373,22.437739065974796,4112.0,2698,10,6,weekend_active,0.02519321654757446,0.13470278549558998,0.34410312212242056,0.28374539715909125
2023-01-01 11:00:00,4.0495766249254626,20.46921884317233,5024.0,3354,11,6,weekend_active,0.021576779849512447,0.11724362609312547,0.42044027789368005,0.35276170436575194
2023-01-01 12:00:00,4.134942528735632,21.22819749216301,5870.0,3828,12,6,weekend_active,0.022031622783420527,0.12397514404366526,0.49125303423412464,0.4026301946339793
2023-01-01 13:00:00,4.2065057528764385,21.608396698349175,6277.0,3998,13,6,weekend_active,0.02241292287368266,0.12734719908714592,0.5253201640574827,0.4205155181479005
2023-01-01 14:00:00,4.666796801505174,23.67952963311383,6638.0,4252,14,6,weekend_active,0.024865425824690843,0.14571644906125647,0.5555369548836063,0.44723829563340634
2023-01-01 15:00:00,4.6190337494220985,23.593113730929264,6823.0,4326,15,6,weekend_active,0.024610936786653125,0.14495001090447684,0.5710220138942236,0.4550236717512309
2023-01-01 16:00:00,5.268852574653186,24.206197977897954,6640.0,4253,16,6,weekend_active,0.028073273478291364,0.1503875652008344,0.5557043609269643,0.4473435034187824
2023-01-01 17:00:00,4.444627958038546,23.124993900951452,6339.0,4099,17,6,weekend_active,0.023681675356704956,0.14079817205803521,0.5305097514015815,0.43114150447087723
2023-01-01 18:00:00,4.245881720430107,22.465575268817204,5551.0,3720,18,6,weekend_active,0.022622724208972295,0.13494966977798412,0.46455177031851963,0.39126775381337053
2023-01-01 19:00:00,22.65887855897734,22.949375363160954,5336.0,3442,19,6,weekend_active,0.1207300613339773,0.1392405797052643,0.44655562065753196,0.36201998947884056
2023-01-01 20:00:00,4.407390554981041,22.110916925198207,4414.0,2901,20,6,weekend_active,0.023483268628704312,0.13180414123175313,0.36938143466948237,0.3051025775904207
2023-01-01 21:00:00,4.583516918646509,22.60952483801296,4269.0,2778,21,6,weekend_active,0.024421697537818955,0.13622638436053833,0.3572444965260256,0.2921620199891718
2023-01-01 22:00:00,5.873509781357883,26.27224012274645,3868.0,2607,22,6,weekend_active,0.031294981978183874,0.16871166404487214,0.3236795848327415,0.2741714886898746
2023-01-01 23:00:00,6.095425061425062,26.81261425061425,2959.0,2035,23,6,weekend_quiet,0.03247738142058004,0.17350433923617922,0.2475935381265191,0.21399263545479852
2023-01-02 00:00:00,5.618328125,24.78021875,1829.0,1280,0,0,night,0.029935334061663876,0.1554786585227957,0.15300912362923494,0.13456075749591312
2023-01-02 01:00:00,5.180543046357616,22.739470198675495,1088.0,755,1,0,night,0.027602746451115313,0.13737889310245416,0.09098518456508664,0.07932667017350938
2023-01-02 02:00:00,4.217875288683603,20.094942263279446,623.0,433,2,0,night,0.022473501544942362,0.11392409988594418,0.052063279484345804,0.045449763282435086
2023-01-02 03:00:00,5.767915567282322,26.443931398416886,537.0,379,3,0,night,0.030732359432294253,0.17023442480456358,0.04486481961995072,0.0397685428721307
2023-01-02 04:00:00,5.754959568733154,27.05067385444744,482.0,371,4,0,night,0.030663327838545574,0.1756157326181045,0.040261153427605036,0.038926880589122644
2023-01-02 05:00:00,7.679441624365482,34.67878172588833,562.0,394,5,0,night,0.04091727028357344,0.24327079133885252,0.04695739516192604,0.041346659652770804
2023-01-02 06:00:00,8.009486858573217,35.41575719649562,1106.0,799,6,0,night,0.04267580309291673,0.24980715914853702,0.09249183895530887,0.08395581273005369
2023-01-02 07:00:00,7.137380952380952,26.963647959183675,1612.0,1176,7,0,morning_rush,0.03802908594536395,0.17484388432315065,0.13484556792488922,0.12361914781680838
2023-01-02 08:00:00,5.089227272727273,23.57561038961039,2131.0,1540,8,0,morning_rush,0.027116201676957326,0.1447947706267179,0.17828743617629672,0.161914781693675
2023-01-02 09:00:00,4.712408602150537,22.259027956989247,3363.0,2325,9,0,morning_rush,0.02510845265742375,0.13311776457346403,0.2814095588848402,0.24450289321384058
2023-01-02 10:00:00,4.152798340778558,19.950095724313975,4585.0,3134,10,0,midday,0.022126761352502817,0.11263942991740648,0.38369465137659353,0.32961599158303034
2023-01-02 11:00:00,3.9615962952873875,19.633800054481068,5439.0,3671,11,0,midday,0.021108006844452142,0.1098341468149244,0.4551770318904702,0.38611257232994617
2023-01-02 12:00:00,3.600253960857409,18.691794035414723,6498.0,4292,12,0,midday,0.019182718172960946,0.1014793262474495,0.5438185318485446,0.45144660704844664
