timestamp,pm25,pm10,no2,o3,co,regime
2023-03-14T07:00,3.3,4.7,14.1,43.0,202.0,good
2023-03-14T08:00,3.2,4.6,11.9,45.0,199.0,good
2023-03-14T09:00,3.2,4.6,11.1,46.0,198.0,good
2023-03-14T10:00,3.5,5.0,12.6,47.0,200.0,good
2023-03-14T11:00,3.7,5.2,15.6,47.0,204.0,good
2023-03-14T12:00,4.0,5.7,20.9,44.0,212.0,good
2023-03-14T13:00,4.1,5.9,20.0,45.0,210.0,good
2023-03-14T14:00,4.4,6.2,18.8,47.0,207.0,good
2023-03-14T15:00,5.3,7.6,16.8,50.0,200.0,good
2023-03-14T16:00,6.0,8.6,14.7,54.0,189.0,good
2023-03-14T17:00,5.9,8.4,12.2,60.0,174.0,good
2023-03-14T18:00,5.8,8.3,10.7,65.0,160.0,good
2023-03-14T19:00,5.2,7.4,12.1,65.0,159.0,good
2023-03-14T20:00,4.8,6.8,15.0,63.0,162.0,good
2023-03-14T21:00,4.6,6.6,18.4,60.0,167.0,good
2023-03-14T22:00,4.7,6.7,20.2,59.0,170.0,good
2023-03-14T23:00,4.4,6.3,21.6,57.0,174.0,good
2023-03-15T00:00,7.0,10.0,22.9,55.0,180.0,good
2023-03-15T01:00,6.0,8.6,20.8,58.0,178.0,good
2023-03-15T02:00,5.2,7.5,17.8,61.0,176.0,good
2023-03-15T03:00,4.5,6.4,13.7,66.0,170.0,good
2023-03-15T04:00,3.7,5.3,10.8,69.0,162.0,good
2023-03-15T05:00,3.1,4.4,7.8,72.0,151.0,good
2023-03-15T06:00,2.7,3.8,4.7,75.0,138.0,good
2023-03-15T07:00,2.5,3.5,3.2,77.0,130.0,good
2023-03-15T08:00,2.4,3.4,2.2,80.0,124.0,good
2023-03-15T09:00,2.3,3.2,2.4,81.0,119.0,good
2023-03-15T10:00,2.3,3.2,4.5,80.0,121.0,good
2023-03-15T11:00,2.3,3.3,7.8,77.0,127.0,good
2023-03-15T12:00,4.5,6.4,12.2,70.0,146.0,good
2023-03-15T13:00,4.5,6.4,11.3,72.0,145.0,good
2023-03-15T14:00,4.3,6.1,10.0,74.0,143.0,good
2023-03-15T15:00,4.7,6.7,8.4,78.0,141.0,good
2023-03-15T16:00,5.2,7.4,7.3,81.0,138.0,good
2023-03-15T17:00,5.6,8.1,6.3,84.0,135.0,good
2023-03-15T18:00,6.0,8.7,5.8,87.0,133.0,good
2023-03-15T19:00,6.2,9.0,6.0,87.0,133.0,good
2023-03-15T20:00,5.9,8.6,6.8,87.0,134.0,good
2023-03-15T21:00,5.6,8.1,9.3,85.0,139.0,good
2023-03-15T22:00,5.4,7.8,13.7,82.0,146.0,good
2023-03-15T23:00,5.0,7.2,19.4,77.0,156.0,good
2023-03-16T00:00,7.7,10.9,26.2,75.0,166.0,good
2023-03-16T01:00,6.2,8.9,24.8,77.0,168.0,good
2023-03-16T02:00,5.5,7.9,22.7,80.0,171.0,good
2023-03-16T03:00,5.3,7.6,19.5,84.0,172.0,good
2023-03-16T04:00,5.6,7.9,16.7,86.0,167.0,good
2023-03-16T05:00,6.1,8.7,13.6,89.0,160.0,good
2023-03-16T06:00,7.0,10.0,10.3,91.0,153.0,good
2023-03-16T07:00,7.9,11.3,8.2,92.0,151.0,good
2023-03-16T08:00,8.9,12.8,6.4,93.0,151.0,good
2023-03-16T09:00,9.8,14.1,7.6,90.0,157.0,good
2023-03-16T10:00,10.6,15.1,14.0,81.0,171.0,good
2023-03-16T11:00,11.7,16.7,23.4,69.0,191.0,good
2023-03-16T12:00,14.4,20.6,37.4,51.0,237.0,moderate
2023-03-16T13:00,15.4,22.1,34.2,54.0,233.0,moderate
2023-03-16T14:00,14.8,21.2,29.7,58.0,228.0,moderate
2023-03-16T15:00,15.2,21.8,23.9,64.0,219.0,moderate
2023-03-16T16:00,16.3,23.4,20.1,70.0,209.0,moderate
2023-03-16T17:00,16.8,24.2,16.4,77.0,197.0,moderate
2023-03-16T18:00,16.4,23.6,13.8,84.0,186.0,moderate
2023-03-16T19:00,15.1,21.8,13.0,87.0,176.0,moderate
2023-03-16T20:00,13.8,20.0,13.5,87.0,167.0,moderate
2023-03-16T21:00,14.0,20.3,21.1,79.0,188.0,moderate
2023-03-16T22:00,15.8,22.8,37.3,59.0,254.0,moderate
2023-03-16T23:00,18.6,26.8,59.4,32.0,348.0,moderate
2023-03-17T00:00,31.3,45.1,86.3,0.0,679.0,moderate
2023-03-17T01:00,32.6,46.8,85.9,0.0,695.0,moderate
2023-03-17T02:00,30.3,43.4,85.2,0.0,716.0,moderate
2023-03-17T03:00,28.2,40.5,82.3,1.0,701.0,moderate
2023-03-17T04:00,25.0,35.9,77.7,5.0,621.0,moderate
2023-03-17T05:00,21.0,30.0,71.7,11.0,505.0,moderate
2023-03-17T06:00,18.5,26.4,63.0,19.0,375.0,moderate
2023-03-17T07:00,17.9,25.6,55.1,27.0,326.0,moderate
2023-03-17T08:00,18.7,26.8,46.6,35.0,299.0,moderate
2023-03-17T09:00,19.7,28.2,40.8,40.0,290.0,moderate
2023-03-17T10:00,20.1,28.7,45.3,33.0,307.0,moderate
2023-03-17T11:00,20.6,29.5,54.6,21.0,343.0,moderate
2023-03-17T12:00,23.1,33.1,68.5,6.0,477.0,moderate
2023-03-17T13:00,28.7,41.0,69.9,9.0,506.0,moderate
2023-03-17T14:00,32.7,46.7,71.7,14.0,546.0,moderate
2023-03-17T15:00,32.5,46.4,70.0,24.0,559.0,moderate
2023-03-17T16:00,29.5,42.1,61.4,36.0,499.0,moderate
2023-03-17T17:00,29.7,42.5,49.2,51.0,404.0,moderate
2023-03-17T18:00,28.6,41.2,39.0,63.0,313.0,moderate
2023-03-17T19:00,29.5,42.6,41.6,61.0,313.0,moderate
2023-03-17T20:00,33.2,48.1,49.3,53.0,345.0,moderate
2023-03-17T21:00,34.1,49.5,60.2,41.0,386.0,moderate
2023-03-17T22:00,32.5,46.9,67.4,33.0,399.0,moderate
2023-03-17T23:00,27.5,39.6,74.8,25.0,407.0,moderate
2023-03-18T00:00,40.6,58.3,93.9,3.0,577.0,unhealthy_sensitive
2023-03-18T01:00,35.7,51.2,87.9,8.0,525.0,unhealthy_sensitive
2023-03-18T02:00,29.3,42.1,79.2,15.0,452.0,moderate
2023-03-18T03:00,26.1,37.7,68.1,23.0,370.0,moderate
2023-03-18T04:00,25.1,36.3,62.5,26.0,346.0,moderate
2023-03-18T05:00,24.7,35.7,57.7,28.0,337.0,moderate
2023-03-18T06:00,24.3,34.9,48.5,33.0,319.0,moderate
2023-03-18T07:00,19.4,27.9,35.5,41.0,282.0,moderate
2023-03-18T08:00,11.3,16.2,19.7,51.0,236.0,good
2023-03-18T09:00,8.4,12.0,5.8,59.0,193.0,good
2023-03-18T10:00,7.4,10.6,7.3,55.0,191.0,good
2023-03-18T11:00,6.9,9.9,14.8,46.0,203.0,good
2023-03-18T12:00,7.5,10.7,21.8,41.0,216.0,good
2023-03-18T13:00,6.4,9.2,19.1,46.0,206.0,good
2023-03-18T14:00,5.8,8.4,15.2,54.0,192.0,good
2023-03-18T15:00,6.0,8.6,10.9,64.0,176.0,good
2023-03-18T16:00,6.6,9.4,9.2,70.0,168.0,good
2023-03-18T17:00,7.4,10.5,8.3,76.0,162.0,good
2023-03-18T18:00,7.9,11.3,8.2,81.0,158.0,good
2023-03-18T19:00,7.9,11.4,7.8,84.0,154.0,good
2023-03-18T20:00,7.2,10.3,7.7,86.0,151.0,good
2023-03-18T21:00,7.1,10.1,13.4,81.0,163.0,good
2023-03-18T22:00,8.2,11.8,27.4,66.0,199.0,good
2023-03-18T23:00,10.2,14.6,46.4,44.0,248.0,good
2023-03-19T00:00,13.1,18.7,62.6,21.0,297.0,moderate
2023-03-19T01:00,12.0,17.2,55.2,28.0,277.0,moderate
2023-03-19T02:00,12.2,17.5,44.5,39.0,248.0,moderate
2023-03-19T03:00,13.0,18.6,30.9,52.0,211.0,moderate
2023-03-19T04:00,13.4,19.1,22.7,60.0,189.0,moderate
2023-03-19T05:00,13.6,19.5,15.2,67.0,170.0,moderate
2023-03-19T06:00,14.3,20.5,7.7,75.0,151.0,moderate
2023-03-19T07:00,13.0,18.5,4.5,80.0,144.0,moderate
2023-03-19T08:00,10.7,15.3,3.1,85.0,141.0,good
2023-03-19T09:00,8.7,12.5,3.1,88.0,142.0,good
2023-03-19T10:00,7.7,11.1,5.2,86.0,147.0,good
2023-03-19T11:00,7.4,10.6,8.7,81.0,155.0,good
2023-03-19T12:00,6.0,8.5,11.6,79.0,163.0,good
2023-03-19T13:00,5.3,7.6,10.7,79.0,162.0,good
2023-03-19T14:00,5.3,7.6,9.5,80.0,162.0,good
2023-03-19T15:00,5.7,8.1,8.0,81.0,160.0,good
2023-03-19T16:00,5.8,8.3,7.0,83.0,158.0,good
2023-03-19T17:00,6.1,8.6,6.2,86.0,155.0,good
2023-03-19T18:00,6.0,8.5,5.7,89.0,152.0,good
2023-03-19T19:00,5.7,8.2,5.4,90.0,150.0,good
2023-03-19T20:00,5.0,7.1,5.3,89.0,149.0,good
2023-03-19T21:00,4.2,6.0,9.0,85.0,154.0,good
2023-03-19T22:00,3.5,5.0,17.0,77.0,167.0,good
2023-03-19T23:00,4.0,5.7,28.0,66.0,185.0,good
2023-03-20T00:00,9.7,13.9,38.3,55.0,212.0,good
2023-03-20T01:00,10.1,14.4,42.6,49.0,233.0,good
2023-03-20T02:00,10.7,15.3,48.6,41.0,262.0,good
2023-03-20T03:00,11.3,16.1,51.8,35.0,284.0,good
2023-03-20T04:00,11.3,16.2,46.4,39.0,272.0,good
2023-03-20T05:00,10.7,15.3,37.0,47.0,246.0,good
2023-03-20T06:00,10.3,14.7,25.8,57.0,216.0,good
2023-03-20T07:00,10.1,14.4,20.3,62.0,204.0,good
2023-03-20T08:00,10.4,14.8,15.9,66.0,197.0,good
2023-03-20T09:00,10.8,15.4,14.9,66.0,201.0,good
2023-03-20T10:00,11.3,16.1,21.3,57.0,223.0,good
2023-03-20T11:00,12.3,17.6,31.7,44.0,256.0,moderate
2023-03-20T12:00,14.5,20.7,43.0,35.0,291.0,moderate
2023-03-20T13:00,12.7,18.3,39.8,39.0,277.0,moderate
2023-03-20T14:00,11.4,16.4,35.3,46.0,257.0,good
2023-03-20T15:00,11.6,16.5,29.4,54.0,234.0,good
2023-03-20T16:00,12.4,17.7,25.7,59.0,223.0,moderate
2023-03-20T17:00,13.1,18.7,22.2,64.0,215.0,moderate
2023-03-20T18:00,13.2,18.9,18.7,68.0,207.0,moderate
2023-03-20T19:00,13.0,18.6,15.9,71.0,198.0,moderate
2023-03-20T20:00,12.1,17.3,13.4,74.0,190.0,moderate
2023-03-20T21:00,11.4,16.2,17.5,69.0,205.0,good
2023-03-20T22:00,12.5,17.9,32.0,52.0,259.0,moderate
2023-03-20T23:00,15.0,21.4,52.6,28.0,336.0,moderate
2023-03-21T00:00,18.9,27.1,81.3,2.0,437.0,moderate
2023-03-21T01:00,17.2,24.7,79.8,3.0,431.0,moderate
2023-03-21T02:00,15.0,21.4,77.7,4.0,421.0,moderate
2023-03-21T03:00,13.3,19.1,72.6,8.0,398.0,moderate
2023-03-21T04:00,12.3,17.6,66.2,13.0,366.0,moderate
2023-03-21T05:00,11.3,16.2,58.3,20.0,326.0,good
2023-03-21T06:00,11.1,15.8,47.8,29.0,282.0,good
2023-03-21T07:00,11.4,16.2,39.6,36.0,263.0,good
2023-03-21T08:00,12.0,17.2,31.3,42.0,252.0,moderate
2023-03-21T09:00,12.3,17.5,26.0,45.0,253.0,moderate
2023-03-21T10:00,12.2,17.5,31.1,37.0,274.0,moderate
2023-03-21T11:00,12.8,18.3,41.1,24.0,308.0,moderate
2023-03-21T12:00,15.8,22.6,53.5,17.0,372.0,moderate
2023-03-21T13:00,18.4,26.3,47.9,25.0,351.0,moderate
2023-03-21T14:00,14.6,20.8,39.8,35.0,320.0,moderate
2023-03-21T15:00,12.7,18.2,30.0,50.0,281.0,moderate
2023-03-21T16:00,13.6,19.5,24.4,61.0,257.0,moderate
2023-03-21T17:00,14.7,21.1,19.5,72.0,234.0,moderate
2023-03-21T18:00,14.8,21.2,16.4,81.0,216.0,moderate
2023-03-21T19:00,13.9,19.8,16.9,82.0,213.0,moderate
2023-03-21T20:00,12.6,18.0,19.6,80.0,217.0,moderate
2023-03-21T21:00,14.1,20.2,28.7,69.0,247.0,moderate
2023-03-21T22:00,16.4,23.6,43.6,51.0,305.0,moderate
2023-03-21T23:00,17.3,24.8,63.2,28.0,383.0,moderate
2023-03-22T00:00,18.7,26.7,90.2,3.0,524.0,moderate
2023-03-22T01:00,15.0,21.4,87.5,4.0,499.0,moderate
2023-03-22T02:00,13.1,18.7,83.6,5.0,462.0,moderate
2023-03-22T03:00,12.7,18.2,77.1,8.0,413.0,moderate
2023-03-22T04:00,12.7,18.2,71.3,12.0,378.0,moderate
2023-03-22T05:00,13.3,19.0,64.6,18.0,343.0,moderate
2023-03-22T06:00,14.6,20.8,55.5,25.0,306.0,moderate
2023-03-22T07:00,16.0,22.9,47.2,31.0,287.0,moderate
2023-03-22T08:00,17.4,24.9,38.3,38.0,274.0,moderate
2023-03-22T09:00,18.9,27.0,33.1,41.0,283.0,moderate
2023-03-22T10:00,21.0,29.9,39.6,33.0,328.0,moderate
2023-03-22T11:00,22.2,31.8,51.7,21.0,394.0,moderate
2023-03-22T12:00,31.4,44.8,61.5,7.0,440.0,moderate
2023-03-22T13:00,35.5,50.8,59.9,11.0,440.0,unhealthy_sensitive
2023-03-22T14:00,32.6,46.7,57.6,16.0,438.0,moderate
2023-03-22T15:00,32.2,46.2,53.1,27.0,423.0,moderate
2023-03-22T16:00,31.7,45.4,46.8,40.0,389.0,moderate
2023-03-22T17:00,29.7,42.8,39.1,56.0,343.0,moderate
2023-03-22T18:00,27.9,40.9,33.9,69.0,298.0,moderate
2023-03-22T19:00,23.5,35.2,37.8,67.0,293.0,moderate
2023-03-22T20:00,19.7,30.4,46.0,58.0,302.0,moderate
2023-03-22T21:00,17.4,27.3,57.0,44.0,313.0,moderate
2023-03-22T22:00,14.7,23.4,64.1,34.0,313.0,moderate
2023-03-22T23:00,11.6,18.7,71.2,24.0,312.0,good
2023-03-23T00:00,18.5,29.5,93.1,4.0,386.0,moderate
2023-03-23T01:00,13.9,21.5,85.7,9.0,368.0,moderate
2023-03-23T02:00,12.3,18.9,75.2,17.0,341.0,moderate
2023-03-23T03:00,12.4,19.0,61.8,27.0,308.0,moderate
2023-03-23T04:00,13.1,20.1,54.1,32.0,288.0,moderate
2023-03-23T05:00,13.2,20.3,47.3,37.0,269.0,moderate
2023-03-23T06:00,13.9,21.1,39.5,42.0,252.0,moderate
2023-03-23T07:00,14.8,22.1,34.0,45.0,244.0,moderate
2023-03-23T08:00,15.8,23.3,29.2,48.0,241.0,moderate
2023-03-23T09:00,17.5,25.8,27.0,48.0,250.0,moderate
2023-03-23T10:00,19.0,27.8,31.4,42.0,276.0,moderate
2023-03-23T11:00,20.2,29.5,39.3,32.0,312.0,moderate
2023-03-23T12:00,24.3,35.2,56.1,10.0,390.0,moderate
2023-03-23T13:00,26.4,38.1,52.8,15.0,380.0,moderate
2023-03-23T14:00,27.2,39.5,48.2,22.0,365.0,moderate
2023-03-23T15:00,27.1,39.2,43.0,31.0,353.0,moderate
2023-03-23T16:00,28.7,41.3,41.2,35.0,358.0,moderate
2023-03-23T17:00,36.2,52.0,40.5,38.0,370.0,unhealthy_sensitive
2023-03-23T18:00,33.1,47.1,39.8,41.0,375.0,moderate
2023-03-23T19:00,27.0,38.6,38.5,44.0,359.0,moderate
2023-03-23T20:00,20.5,29.5,37.1,46.0,334.0,moderate
2023-03-23T21:00,18.4,26.4,38.6,45.0,310.0,moderate
2023-03-23T22:00,16.9,24.4,45.2,38.0,312.0,moderate
2023-03-23T23:00,15.4,22.2,54.6,28.0,322.0,moderate
2023-03-24T00:00,12.2,17.7,58.1,22.0,301.0,moderate
2023-03-24T01:00,12.3,17.8,57.1,22.0,308.0,moderate
2023-03-24T02:00,13.7,19.7,55.5,22.0,317.0,moderate
2023-03-24T03:00,13.7,19.6,49.7,25.0,313.0,moderate
2023-03-24T04:00,10.8,15.4,40.0,32.0,286.0,good
2023-03-24T05:00,7.1,10.2,27.2,41.0,245.0,good
2023-03-24T06:00,6.0,8.6,13.5,53.0,200.0,good
2023-03-24T07:00,6.4,9.3,8.5,60.0,184.0,good
2023-03-24T08:00,7.2,10.3,6.2,67.0,176.0,good
2023-03-24T09:00,7.5,10.7,6.5,72.0,173.0,good
2023-03-24T10:00,7.6,10.8,10.1,70.0,176.0,good
2023-03-24T11:00,7.7,11.0,16.2,65.0,185.0,good
2023-03-24T12:00,8.3,11.9,26.1,57.0,199.0,good
2023-03-24T13:00,8.4,12.0,27.4,55.0,204.0,good
2023-03-24T14:00,8.7,12.5,29.3,52.0,210.0,good
2023-03-24T15:00,9.3,13.2,29.3,51.0,213.0,good
2023-03-24T16:00,10.0,14.3,25.2,57.0,206.0,good
2023-03-24T17:00,10.8,15.4,18.9,66.0,195.0,good
2023-03-24T18:00,11.2,16.0,12.9,75.0,182.0,good
2023-03-24T19:00,11.6,16.5,10.7,79.0,154.0,good
2023-03-24T20:00,11.0,15.8,10.1,81.0,121.0,good
2023-03-24T21:00,10.0,14.2,17.1,74.0,178.0,good
2023-03-24T22:00,10.0,14.3,34.4,55.0,370.0,good
2023-03-24T23:00,21.8,31.2,58.2,28.0,643.0,moderate
2023-03-25T00:00,35.5,50.6,74.7,0.0,789.0,unhealthy_sensitive
2023-03-25T01:00,43.5,62.2,72.4,0.0,874.0,unhealthy_sensitive
2023-03-25T02:00,48.8,69.8,69.2,0.0,992.0,unhealthy_sensitive
2023-03-25T03:00,41.1,58.7,66.5,0.0,1049.0,unhealthy_sensitive
2023-03-25T04:00,36.7,52.4,68.5,0.0,929.0,unhealthy_sensitive
2023-03-25T05:00,32.2,46.0,72.3,0.0,724.0,moderate
2023-03-25T06:00,29.3,41.9,71.7,3.0,481.0,moderate
2023-03-25T07:00,26.2,37.5,61.7,14.0,378.0,moderate
2023-03-25T08:00,24.0,34.3,46.9,28.0,304.0,moderate
2023-03-25T09:00,20.5,29.3,30.6,44.0,239.0,moderate
2023-03-25T10:00,15.9,23.0,25.3,49.0,215.0,moderate
2023-03-25T11:00,14.7,21.6,23.1,51.0,212.0,moderate
2023-03-25T12:00,15.7,22.6,27.5,43.0,231.0,moderate
2023-03-25T13:00,16.5,24.5,28.8,41.0,236.0,moderate
2023-03-25T14:00,17.6,26.5,30.6,39.0,243.0,moderate
2023-03-25T15:00,19.7,29.8,32.5,37.0,249.0,moderate
2023-03-25T16:00,20.3,30.7,32.7,39.0,246.0,moderate
2023-03-25T17:00,22.0,33.3,32.3,42.0,240.0,moderate
2023-03-25T18:00,22.0,33.1,32.6,45.0,233.0,moderate
2023-03-25T19:00,19.6,30.0,33.4,46.0,230.0,moderate
2023-03-25T20:00,18.0,28.1,34.7,45.0,227.0,moderate
2023-03-25T21:00,17.5,27.6,39.7,41.0,235.0,moderate
2023-03-25T22:00,16.8,26.8,48.7,32.0,253.0,moderate
2023-03-25T23:00,16.5,26.3,60.6,21.0,280.0,moderate
2023-03-26T00:00,17.8,28.2,74.5,6.0,336.0,moderate
2023-03-26T01:00,18.5,29.0,74.1,5.0,386.0,moderate
2023-03-26T02:00,20.1,31.1,73.6,3.0,457.0,moderate
2023-03-26T03:00,22.0,33.5,72.5,1.0,522.0,moderate
2023-03-26T04:00,23.4,35.0,72.8,0.0,528.0,moderate
2023-03-26T05:00,25.0,36.8,73.4,0.0,511.0,moderate
2023-03-26T06:00,22.5,33.3,67.7,0.0,460.0,moderate
2023-03-26T07:00,19.2,28.2,52.9,15.0,387.0,moderate
2023-03-26T08:00,15.2,21.9,32.6,37.0,291.0,moderate
2023-03-26T09:00,10.1,14.5,12.9,60.0,193.0,good
2023-03-26T10:00,7.3,10.4,11.4,64.0,171.0,good
2023-03-26T11:00,5.9,8.5,16.4,62.0,174.0,good
2023-03-26T12:00,6.5,9.4,24.7,54.0,194.0,good
2023-03-26T13:00,6.9,9.9,21.6,60.0,185.0,good
2023-03-26T14:00,5.5,7.8,17.3,69.0,173.0,good
2023-03-26T15:00,6.0,8.6,12.3,80.0,158.0,good
2023-03-26T16:00,7.0,10.1,9.9,86.0,150.0,good
2023-03-26T17:00,8.0,11.5,8.0,92.0,144.0,good
2023-03-26T18:00,8.7,12.5,7.7,95.0,139.0,good
2023-03-26T19:00,9.0,12.9,8.4,94.0,134.0,good
2023-03-26T20:00,8.9,12.8,10.3,90.0,129.0,good
2023-03-26T21:00,9.1,13.1,18.8,77.0,150.0,good
2023-03-26T22:00,10.1,14.6,34.7,57.0,207.0,good
2023-03-26T23:00,13.0,18.7,55.8,32.0,286.0,moderate
2023-03-27T00:00,11.5,16.5,81.5,4.0,441.0,good
2023-03-27T01:00,11.5,16.5,80.3,5.0,439.0,good
2023-03-27T02:00,10.1,14.5,78.4,6.0,436.0,good
2023-03-27T03:00,9.8,14.1,74.5,9.0,419.0,good
2023-03-27T04:00,10.0,14.4,70.1,12.0,389.0,good
2023-03-27T05:00,9.7,13.9,64.7,15.0,348.0,good
2023-03-27T06:00,9.1,13.1,56.8,20.0,303.0,good
2023-03-27T07:00,8.3,12.0,49.2,26.0,279.0,good
2023-03-27T08:00,8.9,12.7,40.7,33.0,261.0,good
2023-03-27T09:00,11.0,15.8,34.9,37.0,266.0,good
2023-03-27T10:00,14.1,20.1,39.6,31.0,315.0,moderate
2023-03-27T11:00,16.4,23.5,49.1,20.0,388.0,moderate
2023-03-27T12:00,20.5,29.4,53.5,14.0,432.0,moderate
2023-03-27T13:00,23.4,33.5,52.3,20.0,401.0,moderate
2023-03-27T14:00,20.8,29.8,50.4,29.0,356.0,moderate
2023-03-27T15:00,18.9,27.0,45.5,43.0,300.0,moderate
2023-03-27T16:00,18.6,26.7,37.2,58.0,266.0,moderate
2023-03-27T17:00,18.5,26.5,26.7,76.0,235.0,moderate
2023-03-27T18:00,18.7,27.0,19.6,89.0,211.0,moderate
2023-03-27T19:00,19.0,27.8,24.9,83.0,213.0,moderate
2023-03-27T20:00,21.0,31.4,35.8,67.0,227.0,moderate
2023-03-27T21:00,19.8,30.4,51.0,47.0,252.0,moderate
2023-03-27T22:00,18.8,29.3,62.2,34.0,277.0,moderate
2023-03-27T23:00,18.5,28.4,73.8,22.0,307.0,moderate
2023-03-28T00:00,27.0,39.8,92.8,3.0,377.0,moderate
2023-03-28T01:00,28.5,41.8,91.7,4.0,381.0,moderate
2023-03-28T02:00,22.6,33.2,90.1,4.0,386.0,moderate
2023-03-28T03:00,22.6,33.1,86.1,6.0,385.0,moderate
2023-03-28T04:00,24.3,35.2,81.4,7.0,375.0,moderate
2023-03-28T05:00,23.8,34.2,75.5,9.0,359.0,moderate
2023-03-28T06:00,24.2,34.8,65.7,13.0,334.0,moderate
2023-03-28T07:00,24.6,35.3,55.1,20.0,312.0,moderate
2023-03-28T08:00,23.1,33.1,42.7,30.0,287.0,moderate
2023-03-28T09:00,20.8,29.7,31.3,38.0,263.0,moderate
2023-03-28T10:00,18.7,26.8,31.0,37.0,259.0,moderate
2023-03-28T11:00,17.9,25.6,34.9,32.0,261.0,moderate
2023-03-28T12:00,24.2,34.7,50.5,13.0,330.0,moderate
2023-03-28T13:00,15.3,21.8,46.3,19.0,302.0,moderate
2023-03-28T14:00,10.6,15.2,40.2,28.0,262.0,good
2023-03-28T15:00,9.2,13.2,31.9,40.0,213.0,good
2023-03-28T16:00,9.8,14.0,25.8,50.0,188.0,good
2023-03-28T17:00,11.1,15.9,19.5,60.0,169.0,good
2023-03-28T18:00,10.4,14.8,13.1,71.0,149.0,good
2023-03-28T19:00,9.1,13.0,8.9,80.0,121.0,good
2023-03-28T20:00,8.1,11.6,5.6,88.0,93.0,good
2023-03-28T21:00,7.3,10.4,10.3,86.0,134.0,good
2023-03-28T22:00,7.8,11.2,27.6,65.0,300.0,good
2023-03-28T23:00,15.0,21.5,52.6,34.0,536.0,moderate
2023-03-29T00:00,37.0,52.9,78.0,3.0,801.0,unhealthy_sensitive
2023-03-29T01:00,34.5,49.1,76.7,4.0,695.0,moderate
2023-03-29T02:00,23.3,33.3,74.8,5.0,543.0,moderate
2023-03-29T03:00,16.0,22.9,68.0,11.0,366.0,moderate
2023-03-29T04:00,12.1,17.3,56.8,21.0,285.0,moderate
2023-03-29T05:00,10.8,15.4,42.3,34.0,227.0,good
2023-03-29T06:00,11.6,16.5,26.2,49.0,176.0,good
2023-03-29T07:00,12.8,18.3,19.4,55.0,158.0,moderate
2023-03-29T08:00,12.8,18.4,15.2,59.0,157.0,moderate
2023-03-29T09:00,13.0,18.6,14.9,58.0,173.0,moderate
2023-03-29T10:00,13.0,18.6,21.7,48.0,204.0,moderate
2023-03-29T11:00,13.2,18.8,32.6,33.0,248.0,moderate
2023-03-29T12:00,13.2,18.9,37.5,30.0,253.0,moderate
2023-03-29T13:00,12.0,17.2,31.7,41.0,232.0,moderate
2023-03-29T14:00,10.7,15.4,23.6,58.0,202.0,good
2023-03-29T15:00,10.8,15.4,15.0,76.0,172.0,good
2023-03-29T16:00,10.9,15.7,12.6,83.0,165.0,good
2023-03-29T17:00,12.3,17.6,12.2,86.0,166.0,moderate
2023-03-29T18:00,13.1,18.8,13.7,88.0,173.0,moderate
2023-03-29T19:00,13.4,19.2,14.8,88.0,177.0,moderate
2023-03-29T20:00,13.2,18.9,16.9,87.0,184.0,moderate
2023-03-29T21:00,15.8,22.6,26.4,77.0,207.0,moderate
2023-03-29T22:00,19.6,28.2,45.3,56.0,248.0,moderate
2023-03-29T23:00,20.3,29.4,70.4,29.0,301.0,moderate
2023-03-30T00:00,14.8,22.4,77.9,19.0,287.0,moderate
2023-03-30T01:00,12.8,20.1,71.5,25.0,283.0,moderate
2023-03-30T02:00,11.8,18.6,62.2,32.0,276.0,good
2023-03-30T03:00,12.0,18.5,48.0,45.0,259.0,moderate
2023-03-30T04:00,13.4,20.0,35.5,56.0,234.0,moderate
2023-03-30T05:00,13.4,19.4,21.7,69.0,202.0,moderate
2023-03-30T06:00,5.7,8.2,7.6,83.0,168.0,good
2023-03-30T07:00,4.4,6.3,3.3,89.0,157.0,good
2023-03-30T08:00,4.2,6.0,2.4,93.0,154.0,good
2023-03-30T09:00,4.3,6.1,3.1,95.0,155.0,good
2023-03-30T10:00,4.4,6.2,4.6,93.0,159.0,good
2023-03-30T11:00,4.6,6.6,7.3,89.0,166.0,good
2023-03-30T12:00,4.8,6.8,11.2,83.0,187.0,good
2023-03-30T13:00,4.3,6.1,10.7,83.0,186.0,good
2023-03-30T14:00,4.4,6.3,9.9,84.0,185.0,good
2023-03-30T15:00,4.9,7.1,8.8,85.0,183.0,good
2023-03-30T16:00,5.6,8.0,7.9,87.0,180.0,good
2023-03-30T17:00,6.0,8.6,7.0,89.0,176.0,good
2023-03-30T18:00,6.0,8.6,6.5,91.0,171.0,good
2023-03-30T19:00,5.0,7.2,4.9,94.0,163.0,good
2023-03-30T20:00,4.3,6.1,3.2,96.0,153.0,good
2023-03-30T21:00,3.9,5.6,9.5,89.0,165.0,good
2023-03-30T22:00,3.9,5.6,27.7,68.0,204.0,good
2023-03-30T23:00,5.3,7.6,53.2,38.0,261.0,good
2023-03-31T00:00,12.9,18.5,79.8,7.0,342.0,moderate
2023-03-31T01:00,15.3,21.8,80.4,5.0,400.0,moderate
2023-03-31T02:00,17.2,24.5,81.2,3.0,482.0,moderate
2023-03-31T03:00,20.0,28.5,81.5,0.0,574.0,moderate
2023-03-31T04:00,22.9,32.8,80.9,0.0,613.0,moderate
2023-03-31T05:00,25.2,36.1,79.7,0.0,637.0,moderate
